sentiment_score,satisfaction,start_location_encoded,end_location_encoded,verified_encoded,traveller_type_Business,traveller_type_Couple Leisure,traveller_type_Family Leisure,traveller_type_Solo Leisure,class_Business Class,class_Economy Class,class_First Class,class_Premium Economy
0.4588,0,0.0,0.4668192219679634,0,0,1,0,0,0,1,0,0
-0.674,0,0.5223367697594502,0.3333333333333333,0,0,1,0,0,0,1,0,0
-0.8133,0,0.39558232931726905,0.0,0,0,0,1,0,0,1,0,0
-0.9536,0,0.25,0.3333333333333333,1,0,1,0,0,0,1,0,0
-0.9405,0,0.23809523809523808,0.3553299492385787,1,1,0,0,0,0,1,0,0
-0.848,0,0.0,0.3553299492385787,1,0,1,0,0,0,1,0,0
0.9739,1,0.7272727272727273,0.4,1,0,0,0,1,0,0,0,1
-0.7351,0,0.4444444444444444,0.3553299492385787,1,0,1,0,0,0,0,1,0
-0.4754,0,0.8,0.4668192219679634,0,0,0,0,1,0,1,0,0
-0.6808,0,0.3125,0.3553299492385787,1,0,1,0,0,0,1,0,0
-0.8957,0,0.5223367697594502,0.0,1,0,1,0,0,0,1,0,0
0.995,1,0.44878048780487806,0.6666666666666666,1,0,1,0,0,0,1,0,0
-0.8691,0,0.5223367697594502,0.23529411764705882,0,1,0,0,0,0,1,0,0
-0.8564,0,0.5,0.4668192219679634,1,0,0,0,1,0,1,0,0
-0.8793,0,0.3,0.4668192219679634,0,0,1,0,0,0,0,0,1
-0.9253,0,0.2222222222222222,0.3,0,0,0,0,1,0,1,0,0
-0.9764,0,0.5223367697594502,0.3333333333333333,1,0,0,1,0,0,1,0,0
-0.4094,0,0.39558232931726905,0.2857142857142857,0,1,0,0,0,1,0,0,0
-0.9263,0,0.2,0.3553299492385787,1,0,0,0,1,0,1,0,0
-0.4196,0,0.2,0.3553299492385787,1,0,0,1,0,0,1,0,0
0.09,0,0.5223367697594502,0.5,1,1,0,0,0,0,1,0,0
0.9716,1,0.5223367697594502,1.0,1,1,0,0,0,0,1,0,0
-0.4932,0,0.0,0.5714285714285714,0,0,1,0,0,1,0,0,0
-0.7579,0,0.5223367697594502,0.6,1,0,0,0,1,1,0,0,0
-0.8944,0,0.39558232931726905,0.25,1,0,0,0,1,0,1,0,0
0.9455,1,0.23809523809523808,0.18181818181818182,1,0,0,0,1,0,1,0,0
-0.6897,0,0.5223367697594502,0.5625,0,0,1,0,0,0,0,0,1
-0.796,0,0.39558232931726905,0.14285714285714285,1,1,0,0,0,1,0,0,0
0.6597,1,0.39558232931726905,0.5,1,0,0,0,1,0,1,0,0
0.7104,1,0.39558232931726905,0.2857142857142857,1,1,0,0,0,1,0,0,0
0.8421,1,0.75,0.3553299492385787,1,1,0,0,0,1,0,0,0
0.6249,0,0.0,0.3553299492385787,1,0,0,1,0,0,1,0,0
-0.8627,0,0.39558232931726905,0.0,1,0,0,1,0,0,1,0,0
0.7346,0,0.5,0.4513888888888889,1,0,1,0,0,0,1,0,0
0.6022,1,0.5,0.3553299492385787,1,0,0,1,0,0,1,0,0
-0.6126,0,0.39558232931726905,0.29411764705882354,1,0,0,0,1,0,1,0,0
0.8204,1,1.0,0.3553299492385787,1,0,1,0,0,0,1,0,0
-0.4141,0,0.4375,0.3553299492385787,1,0,1,0,0,0,1,0,0
0.9564,1,0.8333333333333334,0.3553299492385787,1,0,1,0,0,1,0,0,0
0.9928,1,0.5,0.4513888888888889,1,0,0,0,1,0,1,0,0
0.9935,1,0.39558232931726905,0.29411764705882354,1,0,0,1,0,0,1,0,0
0.9371,1,0.5223367697594502,0.5,1,1,0,0,0,0,1,0,0
-0.098,0,0.39558232931726905,0.0,1,0,1,0,0,0,0,0,1
0.2482,0,0.39558232931726905,0.35,1,0,0,0,1,0,0,0,1
-0.2374,0,0.5,0.3553299492385787,1,0,0,0,1,0,1,0,0
0.7962,1,0.5223367697594502,0.56,1,0,0,0,1,0,0,1,0
0.4404,1,0.4583333333333333,0.3553299492385787,1,0,1,0,0,1,0,0,0
0.9105,1,0.39558232931726905,0.3333333333333333,1,0,1,0,0,1,0,0,0
-0.8674,0,0.39558232931726905,0.0,1,0,0,0,1,1,0,0,0
-0.3655,0,0.4444444444444444,0.25,0,0,1,0,0,0,1,0,0
0.8351,0,0.44878048780487806,0.375,0,0,0,0,1,0,1,0,0
0.3597,1,0.39558232931726905,0.5714285714285714,1,0,0,1,0,0,1,0,0
0.9493,1,0.5223367697594502,0.4666666666666667,1,0,1,0,0,1,0,0,0
0.4606,0,0.44878048780487806,0.3333333333333333,1,0,0,0,1,0,1,0,0
-0.5815,0,0.5223367697594502,0.0,0,0,0,0,1,0,0,0,1
-0.9853,0,0.5,0.3553299492385787,1,0,0,1,0,0,1,0,0
0.9022,1,0.39558232931726905,0.38461538461538464,0,0,0,1,0,0,1,0,0
0.3118,0,0.07142857142857142,0.35,0,0,0,1,0,0,1,0,0
-0.9944,0,0.375,0.25,1,0,0,1,0,1,0,0,0
-0.7,0,0.39558232931726905,0.0,1,1,0,0,0,1,0,0,0
0.8074,1,0.39558232931726905,0.5,1,1,0,0,0,0,1,0,0
0.9574,1,0.8,0.3553299492385787,1,1,0,0,0,0,1,0,0
0.6165,0,0.39558232931726905,0.4166666666666667,0,0,1,0,0,1,0,0,0
-0.926,0,0.44878048780487806,0.4666666666666667,1,0,0,0,1,0,0,0,1
-0.8445,0,0.4583333333333333,0.3553299492385787,1,0,0,0,1,1,0,0,0
-0.5037,0,0.5223367697594502,0.0,1,0,0,0,1,0,1,0,0
-0.9961,0,0.4166666666666667,0.3,1,0,0,1,0,0,1,0,0
0.8934,1,0.5,0.3553299492385787,1,0,1,0,0,0,1,0,0
0.9304,0,0.39558232931726905,0.3333333333333333,1,0,1,0,0,0,0,1,0
-0.9384,0,0.3333333333333333,0.4668192219679634,0,0,0,0,1,0,1,0,0
-0.7686,0,0.5223367697594502,0.0,0,1,0,0,0,1,0,0,0
-0.8803,0,0.5223367697594502,0.4117647058823529,1,0,0,0,1,0,1,0,0
0.9856,0,0.44878048780487806,0.08333333333333333,0,0,1,0,0,0,0,0,1
-0.8151,1,0.39558232931726905,0.3333333333333333,1,0,0,0,1,0,0,0,1
0.9965,1,0.39558232931726905,0.375,1,1,0,0,0,1,0,0,0
-0.9281,0,0.3333333333333333,0.4668192219679634,1,0,1,0,0,1,0,0,0
0.8997,1,0.8,0.4513888888888889,0,0,0,0,1,0,1,0,0
-0.5984,0,0.6,0.3553299492385787,1,1,0,0,0,1,0,0,0
0.9872,1,0.39558232931726905,0.7647058823529411,1,0,1,0,0,0,0,0,1
0.4891,0,0.39558232931726905,0.25,1,0,0,0,1,1,0,0,0
-0.8999,0,0.39558232931726905,0.5714285714285714,1,1,0,0,0,1,0,0,0
-0.5423,0,0.0,0.3553299492385787,1,0,0,1,0,0,1,0,0
-0.9464,0,0.14285714285714285,0.3553299492385787,1,1,0,0,0,0,1,0,0
0.9578,1,0.39558232931726905,0.3333333333333333,1,0,0,0,1,1,0,0,0
0.2375,0,0.35714285714285715,0.3553299492385787,1,0,0,0,1,0,1,0,0
0.979,1,0.39558232931726905,0.5,1,0,0,0,1,1,0,0,0
0.8603,1,0.3333333333333333,0.3157894736842105,1,0,0,0,1,0,1,0,0
0.0,0,0.25,0.125,1,0,0,0,1,0,1,0,0
0.7272,0,0.0,0.4668192219679634,1,0,0,0,1,0,0,0,1
-0.9544,0,0.3333333333333333,0.3553299492385787,1,0,0,0,1,0,1,0,0
-0.8671,0,0.39558232931726905,0.4666666666666667,1,0,0,0,1,1,0,0,0
-0.8953,0,0.0,0.16666666666666666,0,0,0,0,1,0,1,0,0
-0.659,1,0.25,0.4668192219679634,1,0,0,0,1,0,1,0,0
0.4215,0,0.4666666666666667,0.5,1,0,1,0,0,1,0,0,0
-0.4939,0,0.2,0.5714285714285714,1,0,1,0,0,0,1,0,0
0.5508,0,0.35714285714285715,0.3553299492385787,1,0,0,0,1,0,1,0,0
-0.8429,1,0.5223367697594502,0.8571428571428571,1,0,0,0,1,0,1,0,0
0.8513,0,0.5223367697594502,0.3333333333333333,0,0,0,0,1,1,0,0,0
0.9644,1,0.39558232931726905,0.25,1,0,0,0,1,1,0,0,0
0.9183,1,0.7142857142857143,0.4668192219679634,1,0,0,0,1,1,0,0,0
0.9715,0,0.36363636363636365,0.3553299492385787,1,0,0,1,0,0,1,0,0
0.6065,1,0.5,0.3553299492385787,1,0,1,0,0,1,0,0,0
-0.8776,0,0.5,0.45454545454545453,1,0,0,0,1,1,0,0,0
0.9695,1,0.39558232931726905,0.5555555555555556,1,0,0,0,1,0,1,0,0
-0.9885,0,0.39558232931726905,0.45454545454545453,1,0,1,0,0,0,1,0,0
0.7046,0,0.39558232931726905,0.3,1,0,0,0,1,0,1,0,0
0.9562,1,0.39558232931726905,0.25,0,0,1,0,0,0,1,0,0
0.3939,1,0.25,0.4668192219679634,1,0,1,0,0,1,0,0,0
0.9255,1,0.4666666666666667,0.3553299492385787,1,0,0,0,1,1,0,0,0
0.659,0,0.39558232931726905,0.14285714285714285,0,0,1,0,0,0,1,0,0
0.8225,1,0.5833333333333334,0.4513888888888889,1,0,0,0,1,1,0,0,0
-0.7379,0,0.39558232931726905,0.14285714285714285,1,1,0,0,0,0,1,0,0
0.9917,1,0.2,0.3553299492385787,0,0,1,0,0,0,1,0,0
-0.722,1,0.6666666666666666,0.4668192219679634,1,0,1,0,0,1,0,0,0
0.3818,1,0.5223367697594502,0.25,1,0,1,0,0,1,0,0,0
-0.7638,0,0.07142857142857142,0.4668192219679634,1,0,0,0,1,1,0,0,0
0.9437,1,0.5223367697594502,0.35714285714285715,1,0,0,0,1,1,0,0,0
-0.9468,0,0.0,0.25,1,1,0,0,0,0,1,0,0
0.9753,1,0.5223367697594502,0.75,0,0,0,0,1,0,0,0,1
0.7973,1,0.39558232931726905,0.3333333333333333,1,0,0,0,1,0,1,0,0
0.7506,0,0.125,0.3553299492385787,0,0,0,0,1,0,1,0,0
0.8847,1,0.39558232931726905,0.5,1,0,1,0,0,0,1,0,0
-0.6075,0,0.39558232931726905,0.18181818181818182,1,1,0,0,0,1,0,0,0
-0.8822,0,0.39558232931726905,0.3,0,0,1,0,0,0,1,0,0
-0.799,0,0.39558232931726905,0.375,0,0,0,1,0,0,1,0,0
0.9672,1,0.44878048780487806,0.4444444444444444,1,0,1,0,0,1,0,0,0
0.0772,0,0.5223367697594502,0.6,0,1,0,0,0,0,1,0,0
-0.7269,0,0.3793103448275862,0.2727272727272727,1,0,1,0,0,0,1,0,0
-0.8176,0,0.35714285714285715,0.3553299492385787,1,0,1,0,0,0,0,0,1
0.986,1,0.4,0.38461538461538464,0,0,1,0,0,0,1,0,0
0.7269,1,0.8,0.3553299492385787,1,0,1,0,0,0,1,0,0
-0.858,0,0.39558232931726905,0.0,1,0,0,0,1,1,0,0,0
0.7485,0,0.39558232931726905,0.38095238095238093,1,0,0,0,1,0,1,0,0
-0.7987,0,0.2962962962962963,0.0,1,1,0,0,0,1,0,0,0
0.9824,1,0.46153846153846156,0.3333333333333333,1,0,1,0,0,0,1,0,0
0.9197,1,0.39558232931726905,0.4,0,0,1,0,0,0,1,0,0
-0.3561,0,0.4583333333333333,0.4668192219679634,0,0,0,1,0,0,1,0,0
0.9594,1,1.0,0.3553299492385787,0,0,1,0,0,0,0,0,1
-0.8941,0,0.39558232931726905,0.23529411764705882,1,0,0,1,0,0,1,0,0
0.7742,0,0.39558232931726905,0.0,1,0,0,0,1,1,0,0,0
0.2942,0,0.0,0.3553299492385787,1,0,0,0,1,0,1,0,0
-0.9818,0,0.4,0.4,1,0,0,0,1,0,1,0,0
0.9577,1,0.35714285714285715,0.3553299492385787,1,0,0,1,0,1,0,0,0
-0.163,0,0.39558232931726905,0.0,1,0,0,0,1,0,1,0,0
-0.4715,0,0.4375,0.5555555555555556,1,0,0,1,0,0,1,0,0
0.3585,0,0.4166666666666667,0.23529411764705882,0,0,1,0,0,0,1,0,0
-0.8092,1,1.0,0.4668192219679634,0,0,1,0,0,0,1,0,0
-0.926,1,0.39558232931726905,0.5,1,0,1,0,0,0,1,0,0
0.8187,1,0.5,0.3553299492385787,1,1,0,0,0,0,1,0,0
0.024,0,0.39558232931726905,0.4444444444444444,1,0,0,0,0,1,0,0,0
0.4939,1,0.39558232931726905,0.6,0,0,1,0,0,1,0,0,0
0.9953,1,0.39558232931726905,0.25,1,0,0,1,0,1,0,0,0
-0.9602,0,0.6666666666666666,0.3553299492385787,1,0,0,1,0,0,1,0,0
-0.9592,0,0.4,0.4,0,0,0,0,1,0,0,0,1
0.898,0,0.2222222222222222,0.38461538461538464,0,0,1,0,0,1,0,0,0
0.5859,0,0.5,0.5,0,0,0,0,1,0,0,0,1
-0.3839,0,0.39558232931726905,0.3333333333333333,0,0,1,0,0,0,0,0,1
-0.7702,1,0.5223367697594502,0.56,1,0,1,0,0,0,1,0,0
-0.6648,0,0.5,0.3553299492385787,0,0,0,1,0,0,1,0,0
-0.6083,0,0.6512968299711815,0.6512968299711815,0,0,0,1,0,1,0,0,0
-0.9042,0,0.39558232931726905,0.3,0,0,1,0,0,0,1,0,0
-0.9161,0,0.25,0.3,0,1,0,0,0,1,0,0,0
-0.765,0,0.0,0.14285714285714285,0,0,0,1,0,0,1,0,0
0.5687,0,0.3125,0.16666666666666666,0,0,1,0,0,0,0,0,1
0.887,0,0.5384615384615384,0.3553299492385787,1,0,0,0,1,0,1,0,0
0.6428,0,0.5,0.3553299492385787,1,0,0,1,0,0,1,0,0
-0.436,0,0.39558232931726905,0.56,0,1,0,0,0,0,1,0,0
0.7347,0,0.5,0.4668192219679634,1,0,1,0,0,0,1,0,0
-0.4841,0,0.0,0.3553299492385787,1,0,1,0,0,1,0,0,0
0.8047,1,0.39558232931726905,0.4444444444444444,1,1,0,0,0,1,0,0,0
-0.4028,0,0.46153846153846156,0.3157894736842105,0,0,1,0,0,0,1,0,0
0.963,0,0.0,0.3333333333333333,0,0,1,0,0,0,1,0,0
-0.6365,0,0.4166666666666667,0.3553299492385787,1,0,0,0,1,0,1,0,0
-0.08,1,0.39558232931726905,1.0,1,0,1,0,0,1,0,0,0
-0.5983,0,0.39558232931726905,0.23529411764705882,1,1,0,0,0,0,1,0,0
0.9919,1,1.0,0.4513888888888889,0,0,1,0,0,0,0,0,1
-0.8517,0,0.4,0.25,0,0,1,0,0,0,1,0,0
-0.9593,0,0.0,0.2,1,0,0,1,0,1,0,0,0
0.743,1,0.39558232931726905,0.5,1,0,1,0,0,1,0,0,0
0.9894,1,1.0,0.3,1,0,0,1,0,0,1,0,0
0.9324,1,0.4166666666666667,0.3553299492385787,1,0,0,0,1,1,0,0,0
0.9797,1,0.39558232931726905,0.7647058823529411,1,1,0,0,0,0,1,0,0
0.4505,1,0.4444444444444444,0.6,0,0,0,0,1,0,1,0,0
-0.9798,0,0.125,0.3553299492385787,1,0,1,0,0,0,1,0,0
-0.8519,1,0.4444444444444444,0.4668192219679634,0,0,1,0,0,1,0,0,0
-0.8889,0,0.25,0.2857142857142857,1,0,1,0,0,1,0,0,0
-0.9678,0,0.0,0.2857142857142857,1,0,0,1,0,0,1,0,0
-0.1154,0,0.39558232931726905,0.4444444444444444,0,0,0,1,0,1,0,0,0
-0.2405,0,0.4,0.3553299492385787,0,0,1,0,0,1,0,0,0
-0.8811,0,0.3125,0.3553299492385787,1,0,1,0,0,0,1,0,0
0.8383,0,0.0,0.3333333333333333,1,1,0,0,0,0,1,0,0
-0.7531,0,0.39558232931726905,0.5,0,0,0,0,1,0,1,0,0
-0.8674,0,0.39558232931726905,0.1111111111111111,1,0,0,0,1,1,0,0,0
-0.6139,0,0.5223367697594502,0.4444444444444444,1,0,0,0,1,0,1,0,0
-0.5267,0,0.25,0.56,0,0,0,0,1,0,1,0,0
-0.8156,0,0.21428571428571427,0.3553299492385787,1,0,1,0,0,1,0,0,0
0.9699,1,0.39558232931726905,0.75,1,0,0,0,1,0,0,0,1
0.3182,0,0.6,0.4,0,1,0,0,0,0,1,0,0
0.9054,0,0.5223367697594502,0.25,0,0,0,0,1,0,1,0,0
0.9402,1,0.4666666666666667,0.6,1,0,0,0,1,0,0,0,1
-0.854,0,0.2962962962962963,0.3553299492385787,1,0,0,0,1,0,1,0,0
0.692,0,0.39558232931726905,0.4666666666666667,0,0,0,0,1,0,1,0,0
0.9889,1,1.0,0.3,1,0,0,0,1,0,1,0,0
0.9381,1,0.5,0.4668192219679634,1,0,0,1,0,1,0,0,0
0.9847,1,0.4,0.4668192219679634,0,0,1,0,0,1,0,0,0
-0.9762,0,0.39558232931726905,0.16666666666666666,1,1,0,0,0,1,0,0,0
-0.5902,0,0.42857142857142855,0.4668192219679634,1,0,0,0,1,1,0,0,0
-0.659,0,0.4444444444444444,0.5,0,0,1,0,0,0,1,0,0
-0.8858,0,0.0,0.3,0,0,1,0,0,0,1,0,0
0.8217,1,0.3,0.3553299492385787,0,0,0,0,1,1,0,0,0
0.7161,0,0.3333333333333333,0.1111111111111111,1,0,1,0,0,0,1,0,0
0.5239,0,0.39558232931726905,0.5,1,0,1,0,0,1,0,0,0
0.8009,1,0.6,0.5555555555555556,0,0,0,1,0,0,1,0,0
-0.9119,0,0.4,0.3553299492385787,1,1,0,0,0,1,0,0,0
0.9195,1,0.14285714285714285,0.16666666666666666,0,0,1,0,0,0,1,0,0
-0.1027,0,0.39558232931726905,0.3,0,0,0,0,1,0,1,0,0
0.6235,0,0.4,0.3,1,0,1,0,0,1,0,0,0
0.976,1,0.4,0.4668192219679634,1,1,0,0,0,1,0,0,0
-0.7897,0,0.3333333333333333,0.25,1,0,1,0,0,0,1,0,0
-0.8951,0,0.39558232931726905,0.4,1,0,0,1,0,1,0,0,0
0.9198,1,0.4375,0.38461538461538464,0,0,0,0,1,1,0,0,0
0.9857,1,0.4166666666666667,0.3553299492385787,0,0,0,0,1,1,0,0,0
0.5545,1,0.39558232931726905,0.6363636363636364,1,0,1,0,0,1,0,0,0
-0.9448,0,0.39558232931726905,0.38095238095238093,1,1,0,0,0,1,0,0,0
-0.6705,1,0.3333333333333333,0.4668192219679634,1,0,1,0,0,1,0,0,0
-0.9358,0,0.5223367697594502,0.5714285714285714,0,1,0,0,0,0,1,0,0
0.6468,1,0.2,0.3553299492385787,1,1,0,0,0,1,0,0,0
0.2114,0,0.39558232931726905,0.5,1,0,0,0,1,0,1,0,0
0.9889,1,0.39558232931726905,0.4166666666666667,1,0,1,0,0,1,0,0,0
0.9464,0,0.4583333333333333,0.4668192219679634,0,0,1,0,0,1,0,0,0
-0.296,0,0.125,0.4668192219679634,0,0,1,0,0,0,1,0,0
-0.5409,0,0.39558232931726905,0.4444444444444444,1,1,0,0,0,1,0,0,0
-0.9399,0,0.25,0.3553299492385787,0,0,1,0,0,0,1,0,0
-0.9592,0,0.4583333333333333,0.3553299492385787,1,0,1,0,0,1,0,0,0
-0.5439,0,0.5223367697594502,0.0,1,0,1,0,0,0,1,0,0
-0.2492,0,0.44878048780487806,0.0,1,0,1,0,0,0,1,0,0
0.9531,0,0.39558232931726905,0.6,0,0,1,0,0,0,1,0,0
-0.9118,0,0.4666666666666667,0.4668192219679634,0,0,1,0,0,0,0,0,1
0.458,0,0.24,0.3553299492385787,1,0,0,0,1,0,0,1,0
-0.8282,0,0.2222222222222222,0.2857142857142857,1,0,0,1,0,0,1,0,0
-0.9083,0,0.5223367697594502,0.14285714285714285,1,0,1,0,0,0,1,0,0
0.8356,0,0.5,0.3553299492385787,0,0,1,0,0,0,0,0,1
-0.8441,0,0.7142857142857143,0.3553299492385787,1,1,0,0,0,0,1,0,0
-0.296,0,0.23809523809523808,0.3553299492385787,1,0,0,1,0,0,0,0,1
-0.4767,0,0.5223367697594502,0.5555555555555556,1,1,0,0,0,1,0,0,0
-0.9294,0,0.21428571428571427,0.7647058823529411,1,0,0,1,0,0,1,0,0
-0.7151,1,0.4583333333333333,0.5,1,0,0,0,1,0,0,0,1
0.3707,0,0.16666666666666666,0.3553299492385787,1,1,0,0,0,1,0,0,0
0.8515,1,0.39558232931726905,0.4666666666666667,1,0,1,0,0,1,0,0,0
0.8718,1,0.5,0.3553299492385787,1,0,1,0,0,1,0,0,0
0.9869,1,0.4166666666666667,0.3553299492385787,1,0,0,0,1,0,0,0,1
-0.0258,1,0.39558232931726905,0.4444444444444444,1,1,0,0,0,1,0,0,0
-0.8316,0,0.39558232931726905,0.2857142857142857,1,1,0,0,0,0,1,0,0
-0.1901,0,0.39558232931726905,0.3157894736842105,0,0,0,0,1,0,1,0,0
0.8977,1,0.6666666666666666,0.3553299492385787,1,0,0,1,0,1,0,0,0
-0.9074,0,0.0,0.2857142857142857,1,0,1,0,0,0,1,0,0
-0.1027,0,0.2222222222222222,0.3553299492385787,0,1,0,0,0,1,0,0,0
0.9899,1,0.39558232931726905,0.5555555555555556,1,0,0,1,0,1,0,0,0
-0.8225,0,0.39558232931726905,0.8,1,0,0,1,0,1,0,0,0
0.9367,1,0.6666666666666666,0.3553299492385787,1,0,0,0,1,1,0,0,0
0.9073,1,1.0,0.2857142857142857,1,0,1,0,0,0,1,0,0
0.9861,1,0.5,0.5,0,0,1,0,0,1,0,0,0
0.9895,1,0.4583333333333333,0.4668192219679634,1,0,1,0,0,1,0,0,0
